Date,Fund,Type,Open,Close,Dividend
9/1/2020,Vanguard Mid-Cap Index Fund (VO),Mid Cap,180.130005,176.259995,
10/1/2020,Vanguard Mid-Cap Index Fund (VO),Mid Cap,177.350006,176.139999,0.663
11/1/2020,Vanguard Mid-Cap Index Fund (VO),Mid Cap,178.309998,199.679993,
12/1/2020,Vanguard Mid-Cap Index Fund (VO),Mid Cap,201.940002,206.770004,
1/1/2021,Vanguard Mid-Cap Index Fund (VO),Mid Cap,207.979996,205.789993,0.937
2/1/2021,Vanguard Mid-Cap Index Fund (VO),Mid Cap,207.869995,216.779999,
3/1/2021,Vanguard Mid-Cap Index Fund (VO),Mid Cap,220,221.339996,
4/1/2021,Vanguard Mid-Cap Index Fund (VO),Mid Cap,222.779999,232.029999,0.631
5/1/2021,Vanguard Mid-Cap Index Fund (VO),Mid Cap,233.559998,230.119995,
6/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,41.705002,42.049999,
7/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,41.962502,43.724998,0.18
8/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,43.785,43.615002,
9/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,43.639999,43.580002,
10/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,43.459999,42.197498,0.138
11/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,42.307499,44.439999,
12/1/2016,iShares Russell Mid-Cap ETF (IWR),Mid Cap,44.607498,44.715,
1/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,45.052502,45.7775,0.262
2/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,45.974998,47.040001,
3/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,47.497501,46.794998,
4/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,46.884998,47.162498,0.154
5/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,47.297501,47.5825,
6/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,47.73,48.0275,
7/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,48.23,48.552502,0.194
8/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,48.737499,48.172501,
9/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,48.302502,49.287498,
10/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,49.325001,50.080002,0.211
11/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,50.3675,51.787498,
12/1/2017,iShares Russell Mid-Cap ETF (IWR),Mid Cap,51.825001,52.032501,
1/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,52.2425,53.9575,0.23
2/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,53.790001,51.762501,
3/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,51.712502,51.610001,
4/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,51.467499,51.517502,0.173
5/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,51.389999,52.6875,
6/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,53.0075,53.035,
7/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,52.73,54.119999,0.225
8/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,54.0625,55.782501,
9/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,55.732498,55.125,
10/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,55.372501,50.560001,0.307
11/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,50.689999,51.799999,
12/1/2018,iShares Russell Mid-Cap ETF (IWR),Mid Cap,52.34,46.48,
1/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,45.869999,51.41,0.214
2/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,51.540001,53.650002,
3/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,54.040001,53.950001,
4/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,54.349998,55.959999,0.185
5/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,56.07,52.529999,
6/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,52.580002,55.869999,
7/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,56.549999,56.689999,0.193
8/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,56.669998,55.07,
9/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,54.75,55.950001,
10/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,56.139999,56.549999,0.21
11/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,56.860001,58.599998,
12/1/2019,iShares Russell Mid-Cap ETF (IWR),Mid Cap,58.639999,59.619999,
1/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,59.880001,59.119999,0.264
2/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,59.490002,54.080002,
3/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,54.349998,43.169998,
4/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,41.639999,49.34,0.266
5/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,48.369999,52.900002,
6/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,52.919998,53.599998,
7/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,53.689999,56.77,0.163
8/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,57.07,58.759998,
9/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,58.720001,57.380001,
10/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,57.799999,57.75,0.217
11/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,58.459999,65.709999,
12/1/2020,iShares Russell Mid-Cap ETF (IWR),Mid Cap,66.470001,68.550003,
1/1/2021,iShares Russell Mid-Cap ETF (IWR),Mid Cap,68.82,68.349998,0.229
2/1/2021,iShares Russell Mid-Cap ETF (IWR),Mid Cap,69.050003,72.160004,
3/1/2021,iShares Russell Mid-Cap ETF (IWR),Mid Cap,73.239998,73.93,
4/1/2021,iShares Russell Mid-Cap ETF (IWR),Mid Cap,74.459999,77.699997,0.192
5/1/2021,iShares Russell Mid-Cap ETF (IWR),Mid Cap,78.239998,77.260002,
6/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,26.700001,26.450001,
7/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,26.620001,27.636,0.149
8/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,27.74,27.67,
9/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,27.52,27.77,
10/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,27.683001,27,
11/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,26.92,28.57,
12/1/2016,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,28.629999,28.700001,
1/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,28.9,29.49,0.18
2/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,30.129999,30.450001,
3/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,30.75,30.43,
4/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,30.450001,30.667,
5/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,30.77,30.92,
6/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,30.9,31.15,
7/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,31.209999,31.559999,0.127
8/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,31.719999,31.4,
9/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,31.469999,32.279999,
10/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,32.369999,32.91,
11/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,33.279999,34.150002,
12/1/2017,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,33.959999,34.110001,
1/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.240002,35.650002,0.179
2/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.563999,34.276001,
3/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.59,34.290001,
4/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.209999,34.040001,
5/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.080002,34.84,
6/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.110001,34.841999,
7/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.029999,35.84,0.137
8/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.849998,36.700001,
9/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,36.700001,36.5,
10/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,36.82,33.310001,
11/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,33.43,34.23,
12/1/2018,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.66,30.440001,
1/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,30.030001,33.560001,0.276
2/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,33.630001,35.049999,
3/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.25,35.139999,
4/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.380001,36.639999,
5/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,36.709999,34.189999,
6/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.259998,36.5,
7/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,36.939999,37.009998,0.162
8/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,37.02,35.93,
9/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.68,36.82,
10/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,36.93,37.200001,
11/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,37.439999,38.59,
12/1/2019,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,38.689999,39.16,
1/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,39.349998,38.720001,0.238
2/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,38.939999,35.189999,
3/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.43,28.41,
4/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,27.32,32.369999,
5/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,31.75,34.810001,
6/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,34.869999,35.119999,
7/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,35.200001,37.09,0.223
8/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,37.369999,38.41,
9/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,38.439999,37.619999,
10/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,37.82,38,
11/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,38.41,43,
12/1/2020,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,43.619999,44.970001,
1/1/2021,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,45.27,44.959999,0.246
2/1/2021,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,45.389999,47.27,
3/1/2021,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,48.18,49.130001,
4/1/2021,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,49.389999,51.57,
5/1/2021,John Hancock Multifactor Mid Cap (JHMM),Mid Cap,51.93,51.57,
6/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,105.059998,105.309998,
7/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,105.220001,110.199997,0.32
8/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,110.230003,111,
9/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,111.059998,110.660004,
10/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,110.290001,107.43,0.655
11/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,107.610001,118.400002,
12/1/2016,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,118.949997,121,
1/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,122.360001,121.790001,0.796
2/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,122.510002,124.239998,
3/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,125.639999,122.860001,
4/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,123.099998,123.349998,0.477
5/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,123.690002,120.389999,
6/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,120.809998,122.910004,
7/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,123.43,124.160004,0.42
8/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,124.639999,122.349998,
9/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,122.519997,127.790001,
10/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,127.940002,128.889999,0.617
11/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,129.649994,132.970001,
12/1/2017,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,132.929993,132.779999,
1/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,133.320007,135.339996,0.862
2/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,134.919998,128.929993,
3/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,128.820007,129.419998,
4/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,129.160004,129.940002,0.566
5/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,129.75,135.809998,
6/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,136.600006,135.789993,
7/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,135.050003,139.169998,0.513
8/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,139.059998,142.529999,
9/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,142.339996,139.360001,
10/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,139.660004,126.75,0.783
11/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,127.120003,129.729996,
12/1/2018,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,131.220001,114.059998,
1/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,112.599998,126.790001,0.817
2/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,127.029999,131.850006,
3/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,132.800003,128.729996,
4/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,129.460007,133.759995,0.59
5/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,134.080002,122.879997,
6/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,123.089996,130.539993,
7/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,131.910004,131.520004,0.741
8/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,131.580002,124.370003,
9/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,123.43,128.850006,
10/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,129.330002,131.100006,0.478
11/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,131.820007,134.350006,
12/1/2019,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,134.669998,137.070007,
1/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,137.720001,132.449997,1.016
2/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,133.100006,118.970001,
3/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,119.709999,88.800003,0.4
4/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,85.410004,100.440002,
5/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,98.32,105.260002,
6/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,105.57,106.919998,
7/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,106.980003,110.440002,0.493
8/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,111.080002,115.550003,
9/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,115.330002,110.629997,
10/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,111.120003,114.099998,0.62
11/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,115.309998,133.979996,
12/1/2020,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,135.929993,142.210007,
1/1/2021,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,143.029999,145.110001,0.876
2/1/2021,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,146.539993,157.869995,
3/1/2021,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,161.039993,165.610001,
4/1/2021,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,166.479996,172.25,0.636
5/1/2021,Vanguard Small-Cap Value Index Fund (VBR),Small Cap,173.75,174.270004,
6/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,29.379999,29.35,
7/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,29.389999,30.889999,0.103
8/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,30.889999,31.1,
9/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,31.09,31.139999,
10/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,30.950001,30.110001,0.115
11/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,30.18,33.23,
12/1/2016,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,33.369999,34.099998,
1/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.48,34.240002,0.117
2/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.459999,34.889999,
3/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,35.299999,34.709999,
4/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.669998,34.84,0.111
5/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.970001,34.139999,
6/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.25,34.75,
7/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.880001,35.060001,0.091
8/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,35.209999,34.450001,
9/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.52,36.279999,
10/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,36.27,36.57,0.11
11/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,36.810001,37.950001,
12/1/2017,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.959999,37.900002,
1/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.09,38.68,0.181
2/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.540001,36.91,
3/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,36.849998,37.240002,
4/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.139999,37.610001,0.07
5/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.57,39.459999,
6/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,39.709999,39.91,
7/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,39.689999,40.57,0.108
8/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,40.540001,41.68,
9/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,41.639999,40.720001,
10/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,40.889999,36.950001,0.149
11/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.110001,37.43,
12/1/2018,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.950001,32.84,0.211
1/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,32.389999,36.52,0.01
2/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,36.580002,38.07,
3/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.34,37.240002,
4/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.5,38.66,0.075
5/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.75,35.41,
6/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,35.459999,37.689999,
7/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.110001,38.220001,0.141
8/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.200001,36.450001,
9/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,36.150002,37.759998,
10/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,37.880001,38.400002,0.151
11/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.580002,39.43,
12/1/2019,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,39.5,40.240002,0.189
1/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,40.490002,38.560001,
2/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,38.740002,34.75,
3/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.889999,25.870001,
4/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,24.68,29.68,0.083
5/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,28.969999,31.18,
6/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,31.290001,31.719999,
7/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,31.76,33.029999,0.124
8/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,33.220001,34.779999,
9/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.740002,33.049999,
10/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,33.200001,33.82,0.14
11/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,34.119999,40.16,
12/1/2020,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,40.689999,42.919998,0.163
1/1/2021,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,43.23,44.509998,0.051
2/1/2021,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,44.939999,48.799999,
3/1/2021,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,49.650002,50.66,
4/1/2021,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,50.98,52,0.036
5/1/2021,Schwab Fundamental U.S. Small Company Index (FNDA),Small Cap,52.48,52.830002,
6/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,95.699997,93.089996,0.796
7/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,93.330002,97.709999,
8/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,97.370003,97.199997,
9/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,97.529999,99.529999,0.469
10/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,99.68,96.589996,
11/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,96.959999,94.489998,
12/1/2016,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,94.540001,94.029999,
1/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,94.43,98.540001,1.459
2/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,99.059998,100.150002,
3/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,100.580002,102.650002,
4/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,102.690002,105.480003,0.074
5/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,106,107.669998,
6/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,108.199997,108.120003,
7/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,107.860001,112.029999,0.824
8/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,112.290001,113.080002,
9/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,113.720001,114.93,
10/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,114.720001,116.629997,0.473
11/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,117.199997,117.639999,
12/1/2017,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,117.059998,119.230003,
1/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,120,124.510002,2.006
2/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,124.699997,119,
3/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,118.82,119.239998,
4/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,119,119.610001,0.04
5/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,119.360001,119.449997,
6/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,120.080002,115.410004,
7/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,113.82,116.519997,0.704
8/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,116.699997,114.519997,
9/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,112.849998,112.160004,
10/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,112.800003,100.82,0.371
11/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,102.169998,101.959999,
12/1/2018,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,103.459999,94.68,
1/1/2019,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,93.959999,101.760002,1.536
2/1/2019,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,101.809998,103.870003,
3/1/2019,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,104.43,104.129997,
4/1/2019,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,105.029999,106.709999,0.044
5/1/2019,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,106.650002,101.080002,
6/1/2019,Vanguard FTSE All-World ex-US Small-Cap Index Fund (VSS),Small Cap,100.900002,105.260002,
